cell_id,grid_row,grid_col,latitude,longitude,zone_name,lst_celsius,ndvi,building_density_pct,open_space_pct,road_density_km_per_sqkm,soil_type,annual_rainfall_mm,summer_max_temp_celsius,hvi_score,hvi_category,hvi_rank
BPL_CELL_0356,8,35,23.2385,77.4255,MP Nagar Commercial Zone,44.75,0.071,82.0,10.7,18.2,Deep Black Clay (Vertisol),1101.6,42.5,0.8607,Extreme Hotspot,281
BPL_CELL_0357,8,36,23.2385,77.4265,MP Nagar Commercial Zone,46.48,0.038,78.3,11.2,16.9,Deep Black Clay (Vertisol),1129.4,42.5,0.8952,Extreme Hotspot,87
BPL_CELL_0358,8,37,23.2385,77.4275,MP Nagar Commercial Zone,46.85,0.067,86.3,8.7,16.8,Deep Black Clay (Vertisol),1121.5,42.5,0.9193,Extreme Hotspot,24
BPL_CELL_0359,8,38,23.2385,77.4285,MP Nagar Commercial Zone,46.22,0.047,77.8,12.1,17.9,Deep Black Clay (Vertisol),1080.3,42.5,0.8833,Extreme Hotspot,144
BPL_CELL_0360,8,39,23.2385,77.4295,MP Nagar Commercial Zone,46.24,0.028,81.0,10.3,16.8,Deep Black Clay (Vertisol),1121.5,42.5,0.9043,Extreme Hotspot,58
BPL_CELL_0361,9,0,23.2395,77.3905,Arera Colony Residential Belt,35.71,0.461,38.3,48.5,9.6,Clay Loam,1098.5,42.5,0.3259,Low Vulnerability,1090
BPL_CELL_0362,9,1,23.2395,77.3915,Arera Colony Residential Belt,33.41,0.451,36.4,53.7,7.7,Clay Loam,1103.8,42.5,0.2695,Low Vulnerability,1257
BPL_CELL_0363,9,2,23.2395,77.3925,Arera Colony Residential Belt,36.82,0.454,32.5,55.0,7.4,Clay Loam,1112.8,42.5,0.3196,Low Vulnerability,1110
BPL_CELL_0364,9,3,23.2395,77.3935,Arera Colony Residential Belt,34.02,0.43,36.8,49.2,9.0,Clay Loam,1120.1,42.5,0.2999,Low Vulnerability,1187
BPL_CELL_0365,9,4,23.2395,77.3945,Arera Colony Residential Belt,33.33,0.481,33.1,52.4,10.0,Clay Loam,1113.4,42.5,0.2489,Low Vulnerability,1263
BPL_CELL_0366,9,5,23.2395,77.3955,Arera Colony Residential Belt,36.87,0.359,36.0,51.0,8.8,Clay Loam,1120.3,42.5,0.3769,Moderate Vulnerability,1025
BPL_CELL_0367,9,6,23.2395,77.3965,Arera Colony Residential Belt,33.97,0.483,39.4,47.2,8.5,Clay Loam,1086.4,42.5,0.2896,Low Vulnerability,1216
BPL_CELL_0368,9,7,23.2395,77.3975,Arera Colony Residential Belt,34.58,0.475,35.8,43.6,10.0,Clay Loam,1095.9,42.5,0.3013,Low Vulnerability,1183
BPL_CELL_0369,9,8,23.2395,77.3985,Arera Colony Residential Belt,34.23,0.4,40.2,50.1,8.9,Clay Loam,1074.9,42.5,0.3241,Low Vulnerability,1095
BPL_CELL_0370,9,9,23.2395,77.3995,Arera Colony Residential Belt,33.44,0.467,40.6,44.7,7.5,Clay Loam,1089.0,42.5,0.2944,Low Vulnerability,1201
BPL_CELL_0371,9,10,23.2395,77.4005,Arera Colony Residential Belt,34.87,0.442,34.8,50.6,8.4,Clay Loam,1081.2,42.5,0.3027,Low Vulnerability,1177
BPL_CELL_0372,9,11,23.2395,77.4015,Arera Colony Residential Belt,35.28,0.404,37.4,47.4,8.6,Clay Loam,1091.2,42.5,0.3399,Low Vulnerability,1054
BPL_CELL_0373,9,12,23.2395,77.4025,Arera Colony Residential Belt,35.81,0.462,34.4,50.6,8.3,Clay Loam,1075.1,42.5,0.3116,Low Vulnerability,1140
BPL_CELL_0374,9,13,23.2395,77.4035,Arera Colony Residential Belt,35.66,0.493,31.6,51.9,8.4,Clay Loam,1080.2,42.5,0.2855,Low Vulnerability,1225
BPL_CELL_0375,9,14,23.2395,77.4045,Arera Colony Residential Belt,34.44,0.451,34.7,51.3,9.3,Clay Loam,1095.3,42.5,0.2892,Low Vulnerability,1217
BPL_CELL_0376,9,15,23.2395,77.4055,Arera Colony Residential Belt,35.17,0.428,36.1,48.0,9.1,Clay Loam,1107.5,42.5,0.3232,Low Vulnerability,1096
BPL_CELL_0377,9,16,23.2395,77.4065,Arera Colony Residential Belt,34.31,0.429,38.3,49.6,9.2,Clay Loam,1107.2,42.5,0.3095,Low Vulnerability,1149
BPL_CELL_0378,9,17,23.2395,77.4075,Arera Colony Residential Belt,34.54,0.449,33.0,45.2,9.8,Clay Loam,1121.6,42.5,0.2994,Low Vulnerability,1189
BPL_CELL_0379,9,18,23.2395,77.4085,Arera Colony Residential Belt,35.28,0.437,32.4,54.6,8.7,Clay Loam,1127.9,42.5,0.2973,Low Vulnerability,1195
BPL_CELL_0380,9,19,23.2395,77.4095,Arera Colony Residential Belt,35.54,0.464,35.4,46.8,7.6,Clay Loam,1104.6,42.5,0.3163,Low Vulnerability,1124
BPL_CELL_0381,9,20,23.2395,77.4105,Arera Colony Residential Belt,34.84,0.469,37.4,45.3,9.3,Clay Loam,1105.5,42.5,0.3099,Low Vulnerability,1146
BPL_CELL_0382,9,21,23.2395,77.4115,Arera Colony Residential Belt,35.56,0.396,34.5,40.9,7.9,Clay Loam,1097.7,42.5,0.3533,Moderate Vulnerability,1038
BPL_CELL_0383,9,22,23.2395,77.4125,Arera Colony Residential Belt,34.55,0.409,34.6,52.5,9.1,Clay Loam,1094.5,42.5,0.3053,Low Vulnerability,1167
BPL_CELL_0384,9,23,23.2395,77.4135,Arera Colony Residential Belt,33.34,0.398,36.0,48.2,9.7,Clay Loam,1112.9,42.5,0.2993,Low Vulnerability,1190
BPL_CELL_0385,9,24,23.2395,77.4145,MP Nagar Commercial Zone,46.29,0.049,85.0,9.3,17.0,Deep Black Clay (Vertisol),1125.2,42.5,0.9107,Extreme Hotspot,39
BPL_CELL_0386,9,25,23.2395,77.4155,MP Nagar Commercial Zone,46.82,0.047,76.9,10.2,17.1,Deep Black Clay (Vertisol),1123.7,42.5,0.896,Extreme Hotspot,83
BPL_CELL_0387,9,26,23.2395,77.4165,MP Nagar Commercial Zone,44.95,0.05,86.2,8.8,17.4,Deep Black Clay (Vertisol),1108.8,42.5,0.8892,Extreme Hotspot,114
BPL_CELL_0388,9,27,23.2395,77.4175,MP Nagar Commercial Zone,45.5,0.143,83.8,8.2,17.1,Deep Black Clay (Vertisol),1115.2,42.5,0.8568,Extreme Hotspot,310
BPL_CELL_0389,9,28,23.2395,77.4185,MP Nagar Commercial Zone,47.13,0.053,83.7,9.7,16.8,Deep Black Clay (Vertisol),1104.8,42.5,0.9206,Extreme Hotspot,21
BPL_CELL_0390,9,29,23.2395,77.4195,MP Nagar Commercial Zone,46.13,0.031,79.3,5.5,18.7,Deep Black Clay (Vertisol),1105.3,42.5,0.9058,Extreme Hotspot,55
BPL_CELL_0391,9,30,23.2395,77.4205,MP Nagar Commercial Zone,45.37,0.06,82.6,9.7,16.0,Deep Black Clay (Vertisol),1077.0,42.5,0.8808,Extreme Hotspot,154
BPL_CELL_0392,9,31,23.2395,77.4215,MP Nagar Commercial Zone,47.36,0.075,80.3,8.2,18.6,Deep Black Clay (Vertisol),1082.4,42.5,0.9093,Extreme Hotspot,42
BPL_CELL_0393,9,32,23.2395,77.4225,MP Nagar Commercial Zone,45.18,0.064,76.0,11.3,17.5,Deep Black Clay (Vertisol),1118.6,42.5,0.8529,Extreme Hotspot,333
BPL_CELL_0394,9,33,23.2395,77.4235,MP Nagar Commercial Zone,46.89,0.104,85.5,6.8,16.8,Deep Black Clay (Vertisol),1079.9,42.5,0.9069,Extreme Hotspot,48
BPL_CELL_0395,9,34,23.2395,77.4245,MP Nagar Commercial Zone,46.87,0.058,81.9,11.1,15.9,Deep Black Clay (Vertisol),1083.9,42.5,0.9055,Extreme Hotspot,56
BPL_CELL_0396,9,35,23.2395,77.4255,MP Nagar Commercial Zone,45.37,0.044,82.3,7.5,17.1,Deep Black Clay (Vertisol),1071.8,42.5,0.8908,Extreme Hotspot,108
BPL_CELL_0397,9,36,23.2395,77.4265,MP Nagar Commercial Zone,45.75,0.047,78.1,7.9,17.6,Deep Black Clay (Vertisol),1115.1,42.5,0.8837,Extreme Hotspot,142
BPL_CELL_0398,9,37,23.2395,77.4275,MP Nagar Commercial Zone,45.61,0.064,79.8,14.4,18.8,Deep Black Clay (Vertisol),1081.2,42.5,0.866,Extreme Hotspot,246
BPL_CELL_0399,9,38,23.2395,77.4285,MP Nagar Commercial Zone,45.74,0.089,80.5,14.5,16.7,Deep Black Clay (Vertisol),1105.8,42.5,0.8603,Extreme Hotspot,287
BPL_CELL_0400,9,39,23.2395,77.4295,MP Nagar Commercial Zone,45.98,0.029,78.0,6.2,19.1,Deep Black Clay (Vertisol),1107.0,42.5,0.8985,Extreme Hotspot,76
BPL_CELL_0401,10,0,23.2405,77.3905,TT Nagar / New Market Urban Center,41.05,0.177,56.6,29.0,12.8,Clay Loam,1077.1,42.5,0.6353,High Vulnerability,685
BPL_CELL_0402,10,1,23.2405,77.3915,TT Nagar / New Market Urban Center,40.75,0.213,60.1,23.8,11.5,Clay Loam,1095.1,42.5,0.6361,High Vulnerability,680
BPL_CELL_0403,10,2,23.2405,77.3925,TT Nagar / New Market Urban Center,41.07,0.242,60.0,28.9,12.0,Clay Loam,1130.0,42.5,0.62,High Vulnerability,793
BPL_CELL_0404,10,3,23.2405,77.3935,TT Nagar / New Market Urban Center,39.29,0.187,56.6,26.7,12.9,Clay Loam,1097.1,42.5,0.6022,High Vulnerability,919
BPL_CELL_0405,10,4,23.2405,77.3945,TT Nagar / New Market Urban Center,41.3,0.229,59.9,25.1,13.2,Clay Loam,1100.3,42.5,0.637,High Vulnerability,676
BPL_CELL_0406,10,5,23.2405,77.3955,TT Nagar / New Market Urban Center,38.37,0.174,58.2,20.0,13.2,Clay Loam,1099.3,42.5,0.6082,High Vulnerability,877
BPL_CELL_0407,10,6,23.2405,77.3965,TT Nagar / New Market Urban Center,40.7,0.224,58.2,22.5,12.2,Clay Loam,1080.1,42.5,0.6278,High Vulnerability,746
BPL_CELL_0408,10,7,23.2405,77.3975,TT Nagar / New Market Urban Center,41.6,0.172,59.5,25.4,11.4,Clay Loam,1076.8,42.5,0.6637,High Vulnerability,578
BPL_CELL_0409,10,8,23.2405,77.3985,TT Nagar / New Market Urban Center,41.67,0.254,59.5,22.4,12.5,Clay Loam,1113.1,42.5,0.6385,High Vulnerability,661
BPL_CELL_0410,10,9,23.2405,77.3995,TT Nagar / New Market Urban Center,40.26,0.133,55.0,29.5,13.3,Clay Loam,1115.1,42.5,0.6319,High Vulnerability,710
BPL_CELL_0411,10,10,23.2405,77.4005,TT Nagar / New Market Urban Center,39.49,0.329,54.9,25.9,12.8,Clay Loam,1129.6,42.5,0.5461,Moderate Vulnerability,1023
BPL_CELL_0412,10,11,23.2405,77.4015,TT Nagar / New Market Urban Center,39.62,0.224,55.5,26.5,11.4,Clay Loam,1091.0,42.5,0.591,High Vulnerability,977
BPL_CELL_0413,10,12,23.2405,77.4025,TT Nagar / New Market Urban Center,40.19,0.179,59.0,26.4,12.5,Clay Loam,1073.6,42.5,0.6304,High Vulnerability,725
BPL_CELL_0414,10,13,23.2405,77.4035,TT Nagar / New Market Urban Center,41.09,0.206,60.3,22.4,12.2,Clay Loam,1112.2,42.5,0.6489,High Vulnerability,606
BPL_CELL_0415,10,14,23.2405,77.4045,TT Nagar / New Market Urban Center,40.33,0.243,64.4,18.2,12.2,Clay Loam,1127.8,42.5,0.6402,High Vulnerability,648
BPL_CELL_0416,10,15,23.2405,77.4055,TT Nagar / New Market Urban Center,40.14,0.235,50.4,31.0,12.3,Clay Loam,1077.6,42.5,0.5724,High Vulnerability,1015
BPL_CELL_0417,10,16,23.2405,77.4065,TT Nagar / New Market Urban Center,40.95,0.203,56.4,19.5,12.5,Clay Loam,1099.4,42.5,0.6419,High Vulnerability,637
BPL_CELL_0418,10,17,23.2405,77.4075,TT Nagar / New Market Urban Center,39.15,0.199,56.7,22.2,12.9,Clay Loam,1108.0,42.5,0.6043,High Vulnerability,904
BPL_CELL_0419,10,18,23.2405,77.4085,TT Nagar / New Market Urban Center,40.79,0.211,55.2,24.8,13.1,Clay Loam,1127.0,42.5,0.6212,High Vulnerability,783
BPL_CELL_0420,10,19,23.2405,77.4095,TT Nagar / New Market Urban Center,40.16,0.219,58.2,25.7,11.1,Clay Loam,1113.9,42.5,0.6129,High Vulnerability,845
BPL_CELL_0421,10,20,23.2405,77.4105,TT Nagar / New Market Urban Center,39.22,0.231,57.2,25.8,11.9,Clay Loam,1095.8,42.5,0.587,High Vulnerability,992
BPL_CELL_0422,10,21,23.2405,77.4115,TT Nagar / New Market Urban Center,40.36,0.226,60.7,26.3,11.8,Clay Loam,1104.7,42.5,0.6201,High Vulnerability,792
BPL_CELL_0423,10,22,23.2405,77.4125,TT Nagar / New Market Urban Center,39.55,0.206,55.1,28.8,12.7,Clay Loam,1117.0,42.5,0.5909,High Vulnerability,978
BPL_CELL_0424,10,23,23.2405,77.4135,TT Nagar / New Market Urban Center,40.62,0.205,58.5,27.0,11.7,Clay Loam,1070.0,42.5,0.6256,High Vulnerability,758
BPL_CELL_0425,10,24,23.2405,77.4145,MP Nagar Commercial Zone,46.78,0.055,80.3,8.0,17.5,Deep Black Clay (Vertisol),1126.0,42.5,0.9066,Extreme Hotspot,50
BPL_CELL_0426,10,25,23.2405,77.4155,MP Nagar Commercial Zone,45.77,0.053,86.0,9.0,18.6,Deep Black Clay (Vertisol),1124.2,42.5,0.9027,Extreme Hotspot,62
BPL_CELL_0427,10,26,23.2405,77.4165,MP Nagar Commercial Zone,46.66,0.086,79.1,13.9,17.9,Deep Black Clay (Vertisol),1112.2,42.5,0.8763,Extreme Hotspot,178
BPL_CELL_0428,10,27,23.2405,77.4175,MP Nagar Commercial Zone,47.51,0.094,81.0,10.9,18.2,Deep Black Clay (Vertisol),1110.8,42.5,0.9011,Extreme Hotspot,66
BPL_CELL_0429,10,28,23.2405,77.4185,MP Nagar Commercial Zone,47.59,0.063,85.3,5.0,17.4,Deep Black Clay (Vertisol),1074.2,42.5,0.9398,Extreme Hotspot,6
BPL_CELL_0430,10,29,23.2405,77.4195,MP Nagar Commercial Zone,46.42,0.024,84.8,10.2,18.2,Deep Black Clay (Vertisol),1122.9,42.5,0.9207,Extreme Hotspot,19
BPL_CELL_0431,10,30,23.2405,77.4205,MP Nagar Commercial Zone,47.21,0.099,81.0,7.9,18.2,Deep Black Clay (Vertisol),1101.8,42.5,0.8995,Extreme Hotspot,70
BPL_CELL_0432,10,31,23.2405,77.4215,MP Nagar Commercial Zone,46.18,0.103,81.3,5.0,18.3,Deep Black Clay (Vertisol),1107.7,42.5,0.885,Extreme Hotspot,128
BPL_CELL_0433,10,32,23.2405,77.4225,MP Nagar Commercial Zone,46.74,0.085,78.3,5.0,18.1,Deep Black Clay (Vertisol),1115.1,42.5,0.8941,Extreme Hotspot,94
BPL_CELL_0434,10,33,23.2405,77.4235,MP Nagar Commercial Zone,46.41,0.035,79.2,12.0,17.6,Deep Black Clay (Vertisol),1078.4,42.5,0.896,Extreme Hotspot,84
BPL_CELL_0435,10,34,23.2405,77.4245,MP Nagar Commercial Zone,46.14,0.072,76.5,8.2,16.7,Deep Black Clay (Vertisol),1111.4,42.5,0.8759,Extreme Hotspot,180
BPL_CELL_0436,10,35,23.2405,77.4255,MP Nagar Commercial Zone,45.22,0.085,76.8,8.3,18.7,Deep Black Clay (Vertisol),1100.6,42.5,0.8538,Extreme Hotspot,325
BPL_CELL_0437,10,36,23.2405,77.4265,MP Nagar Commercial Zone,46.19,0.035,88.0,7.0,18.7,Deep Black Clay (Vertisol),1076.8,42.5,0.9279,Extreme Hotspot,13
BPL_CELL_0438,10,37,23.2405,77.4275,MP Nagar Commercial Zone,45.9,0.02,81.0,5.0,17.4,Deep Black Clay (Vertisol),1129.2,42.5,0.9118,Extreme Hotspot,37
BPL_CELL_0439,10,38,23.2405,77.4285,MP Nagar Commercial Zone,46.64,0.054,83.9,6.5,17.0,Deep Black Clay (Vertisol),1115.8,42.5,0.9179,Extreme Hotspot,26
BPL_CELL_0440,10,39,23.2405,77.4295,MP Nagar Commercial Zone,47.22,0.109,79.3,10.6,17.8,Deep Black Clay (Vertisol),1085.7,42.5,0.8852,Extreme Hotspot,127
BPL_CELL_0441,11,0,23.2415,77.3905,TT Nagar / New Market Urban Center,40.81,0.223,59.0,21.5,11.7,Clay Loam,1094.9,42.5,0.6347,High Vulnerability,690
BPL_CELL_0442,11,1,23.2415,77.3915,TT Nagar / New Market Urban Center,39.73,0.216,56.6,21.0,12.1,Clay Loam,1086.6,42.5,0.6108,High Vulnerability,857
BPL_CELL_0443,11,2,23.2415,77.3925,TT Nagar / New Market Urban Center,40.1,0.253,59.8,30.2,11.6,Clay Loam,1108.1,42.5,0.5937,High Vulnerability,963
BPL_CELL_0444,11,3,23.2415,77.3935,TT Nagar / New Market Urban Center,40.3,0.243,53.4,29.3,12.9,Clay Loam,1113.8,42.5,0.5846,High Vulnerability,1000
BPL_CELL_0445,11,4,23.2415,77.3945,TT Nagar / New Market Urban Center,40.68,0.211,61.2,26.7,11.4,Clay Loam,1088.6,42.5,0.6329,High Vulnerability,701
BPL_CELL_0446,11,5,23.2415,77.3955,TT Nagar / New Market Urban Center,40.86,0.217,52.3,28.4,13.3,Clay Loam,1112.1,42.5,0.6043,High Vulnerability,905
BPL_CELL_0447,11,6,23.2415,77.3965,TT Nagar / New Market Urban Center,41.65,0.284,51.9,24.2,12.3,Clay Loam,1077.6,42.5,0.6001,High Vulnerability,925
BPL_CELL_0448,11,7,23.2415,77.3975,TT Nagar / New Market Urban Center,39.97,0.225,55.3,28.9,11.5,Clay Loam,1071.8,42.5,0.5918,High Vulnerability,972
BPL_CELL_0449,11,8,23.2415,77.3985,TT Nagar / New Market Urban Center,40.75,0.198,63.1,26.8,12.1,Clay Loam,1097.3,42.5,0.6448,High Vulnerability,622
BPL_CELL_0450,11,9,23.2415,77.3995,TT Nagar / New Market Urban Center,40.33,0.197,61.2,22.4,12.1,Clay Loam,1085.3,42.5,0.6405,High Vulnerability,646
BPL_CELL_0451,11,10,23.2415,77.4005,TT Nagar / New Market Urban Center,41.44,0.244,57.6,22.9,12.2,Clay Loam,1121.8,42.5,0.6315,High Vulnerability,713
BPL_CELL_0452,11,11,23.2415,77.4015,TT Nagar / New Market Urban Center,40.49,0.221,62.0,23.7,12.7,Clay Loam,1125.9,42.5,0.6337,High Vulnerability,694
BPL_CELL_0453,11,12,23.2415,77.4025,TT Nagar / New Market Urban Center,41.21,0.19,62.9,22.5,11.8,Clay Loam,1095.0,42.5,0.665,High Vulnerability,575
BPL_CELL_0454,11,13,23.2415,77.4035,TT Nagar / New Market Urban Center,40.88,0.216,55.3,27.6,12.8,Clay Loam,1100.1,42.5,0.6155,High Vulnerability,823
BPL_CELL_0455,11,14,23.2415,77.4045,TT Nagar / New Market Urban Center,40.96,0.209,61.3,17.0,12.7,Clay Loam,1097.9,42.5,0.6592,High Vulnerability,584
BPL_CELL_0456,11,15,23.2415,77.4055,TT Nagar / New Market Urban Center,40.4,0.208,64.6,23.2,13.3,Clay Loam,1070.5,42.5,0.6459,High Vulnerability,616
BPL_CELL_0457,11,16,23.2415,77.4065,TT Nagar / New Market Urban Center,40.85,0.257,56.4,29.0,11.4,Clay Loam,1099.6,42.5,0.599,High Vulnerability,934
BPL_CELL_0458,11,17,23.2415,77.4075,TT Nagar / New Market Urban Center,40.77,0.223,55.7,29.1,11.6,Clay Loam,1084.7,42.5,0.6087,High Vulnerability,872
BPL_CELL_0459,11,18,23.2415,77.4085,TT Nagar / New Market Urban Center,41.42,0.221,58.3,27.8,13.3,Clay Loam,1127.1,42.5,0.6323,High Vulnerability,705
BPL_CELL_0460,11,19,23.2415,77.4095,TT Nagar / New Market Urban Center,38.94,0.264,58.0,27.8,11.4,Clay Loam,1076.2,42.5,0.5667,High Vulnerability,1019
BPL_CELL_0461,11,20,23.2415,77.4105,TT Nagar / New Market Urban Center,39.85,0.216,56.8,25.1,13.7,Clay Loam,1075.6,42.5,0.6053,High Vulnerability,895
BPL_CELL_0462,11,21,23.2415,77.4115,TT Nagar / New Market Urban Center,40.47,0.276,54.5,20.4,12.2,Clay Loam,1092.3,42.5,0.5961,High Vulnerability,949
BPL_CELL_0463,11,22,23.2415,77.4125,TT Nagar / New Market Urban Center,40.87,0.218,59.5,25.9,12.5,Clay Loam,1104.1,42.5,0.6304,High Vulnerability,726
BPL_CELL_0464,11,23,23.2415,77.4135,TT Nagar / New Market Urban Center,40.18,0.149,61.6,25.2,13.0,Clay Loam,1088.9,42.5,0.6522,High Vulnerability,600
BPL_CELL_0465,11,24,23.2415,77.4145,MP Nagar Commercial Zone,46.64,0.016,80.7,6.9,17.8,Deep Black Clay (Vertisol),1082.2,42.5,0.9229,Extreme Hotspot,17
BPL_CELL_0466,11,25,23.2415,77.4155,MP Nagar Commercial Zone,46.55,0.067,76.4,10.5,18.2,Deep Black Clay (Vertisol),1098.0,42.5,0.8808,Extreme Hotspot,155
BPL_CELL_0467,11,26,23.2415,77.4165,MP Nagar Commercial Zone,45.27,0.081,83.3,9.0,17.6,Deep Black Clay (Vertisol),1077.2,42.5,0.874,Extreme Hotspot,195
BPL_CELL_0468,11,27,23.2415,77.4175,MP Nagar Commercial Zone,46.86,0.085,85.5,9.5,16.7,Deep Black Clay (Vertisol),1072.4,42.5,0.9084,Extreme Hotspot,44
BPL_CELL_0469,11,28,23.2415,77.4185,MP Nagar Commercial Zone,46.61,0.037,83.2,10.7,17.2,Deep Black Clay (Vertisol),1110.6,42.5,0.9135,Extreme Hotspot,33
BPL_CELL_0470,11,29,23.2415,77.4195,MP Nagar Commercial Zone,47.05,0.054,89.0,6.0,18.0,Deep Black Clay (Vertisol),1097.1,42.5,0.9418,Extreme Hotspot,4
BPL_CELL_0471,11,30,23.2415,77.4205,MP Nagar Commercial Zone,46.19,0.037,74.9,10.8,17.9,Deep Black Clay (Vertisol),1119.8,42.5,0.8808,Extreme Hotspot,156
BPL_CELL_0472,11,31,23.2415,77.4215,MP Nagar Commercial Zone,46.31,0.076,80.8,10.8,17.1,Deep Black Clay (Vertisol),1107.8,42.5,0.8849,Extreme Hotspot,130
BPL_CELL_0473,11,32,23.2415,77.4225,MP Nagar Commercial Zone,45.47,0.029,80.6,14.4,18.1,Deep Black Clay (Vertisol),1124.1,42.5,0.8796,Extreme Hotspot,159
BPL_CELL_0474,11,33,23.2415,77.4235,MP Nagar Commercial Zone,46.24,0.045,81.6,13.4,17.0,Deep Black Clay (Vertisol),1089.9,42.5,0.893,Extreme Hotspot,102
BPL_CELL_0475,11,34,23.2415,77.4245,MP Nagar Commercial Zone,47.16,0.069,83.3,11.7,18.1,Deep Black Clay (Vertisol),1071.8,42.5,0.9095,Extreme Hotspot,41
BPL_CELL_0476,11,35,23.2415,77.4255,MP Nagar Commercial Zone,45.39,0.052,79.0,9.9,18.3,Deep Black Clay (Vertisol),1086.8,42.5,0.8734,Extreme Hotspot,201
BPL_CELL_0477,11,36,23.2415,77.4265,MP Nagar Commercial Zone,46.38,0.055,79.1,8.0,17.6,Deep Black Clay (Vertisol),1103.0,42.5,0.8954,Extreme Hotspot,86
BPL_CELL_0478,11,37,23.2415,77.4275,MP Nagar Commercial Zone,47.09,0.083,82.1,10.8,18.2,Deep Black Clay (Vertisol),1123.1,42.5,0.9009,Extreme Hotspot,68
BPL_CELL_0479,11,38,23.2415,77.4285,MP Nagar Commercial Zone,44.95,0.053,83.0,5.0,19.2,Deep Black Clay (Vertisol),1091.5,42.5,0.8863,Extreme Hotspot,124
BPL_CELL_0480,11,39,23.2415,77.4295,MP Nagar Commercial Zone,46.1,0.027,79.9,12.5,17.3,Deep Black Clay (Vertisol),1093.3,42.5,0.8943,Extreme Hotspot,92
BPL_CELL_0481,12,0,23.2425,77.3905,TT Nagar / New Market Urban Center,40.84,0.244,59.4,31.3,12.4,Clay Loam,1129.5,42.5,0.6081,High Vulnerability,879
BPL_CELL_0482,12,1,23.2425,77.3915,TT Nagar / New Market Urban Center,40.19,0.17,56.9,33.1,12.4,Clay Loam,1076.0,42.5,0.6141,High Vulnerability,836
BPL_CELL_0483,12,2,23.2425,77.3925,TT Nagar / New Market Urban Center,40.11,0.2,61.2,18.9,14.9,Clay Loam,1083.2,42.5,0.6423,High Vulnerability,633
BPL_CELL_0484,12,3,23.2425,77.3935,TT Nagar / New Market Urban Center,41.54,0.251,52.9,21.5,13.6,Clay Loam,1120.7,42.5,0.6196,High Vulnerability,794
BPL_CELL_0485,12,4,23.2425,77.3945,TT Nagar / New Market Urban Center,41.04,0.256,59.9,20.6,12.6,Clay Loam,1112.0,42.5,0.6305,High Vulnerability,723
BPL_CELL_0486,12,5,23.2425,77.3955,TT Nagar / New Market Urban Center,40.39,0.257,56.5,23.2,12.2,Clay Loam,1129.3,42.5,0.6023,High Vulnerability,917
BPL_CELL_0487,12,6,23.2425,77.3965,TT Nagar / New Market Urban Center,41.27,0.196,56.5,28.2,12.9,Clay Loam,1083.1,42.5,0.6333,High Vulnerability,698
BPL_CELL_0488,12,7,23.2425,77.3975,TT Nagar / New Market Urban Center,40.85,0.219,58.0,26.8,12.1,Clay Loam,1077.8,42.5,0.6233,High Vulnerability,768
BPL_CELL_0489,12,8,23.2425,77.3985,TT Nagar / New Market Urban Center,40.08,0.154,59.7,22.8,13.5,Clay Loam,1125.0,42.5,0.6476,High Vulnerability,611
BPL_CELL_0490,12,9,23.2425,77.3995,TT Nagar / New Market Urban Center,40.66,0.229,51.3,29.9,10.8,Clay Loam,1092.4,42.5,0.5896,High Vulnerability,982
BPL_CELL_0491,12,10,23.2425,77.4005,TT Nagar / New Market Urban Center,41.34,0.209,60.4,26.5,12.7,Clay Loam,1126.9,42.5,0.6444,High Vulnerability,624
BPL_CELL_0492,12,11,23.2425,77.4015,TT Nagar / New Market Urban Center,40.9,0.24,49.4,23.9,12.0,Clay Loam,1128.1,42.5,0.5965,High Vulnerability,947
BPL_CELL_0493,12,12,23.2425,77.4025,TT Nagar / New Market Urban Center,39.78,0.155,58.6,22.9,12.0,Clay Loam,1088.4,42.5,0.6381,High Vulnerability,665
BPL_CELL_0494,12,13,23.2425,77.4035,TT Nagar / New Market Urban Center,40.2,0.214,56.3,24.0,10.5,Clay Loam,1126.9,42.5,0.6136,High Vulnerability,840
BPL_CELL_0495,12,14,23.2425,77.4045,TT Nagar / New Market Urban Center,38.25,0.281,58.9,24.8,11.0,Clay Loam,1128.1,42.5,0.5554,High Vulnerability,1021
BPL_CELL_0496,12,15,23.2425,77.4055,TT Nagar / New Market Urban Center,39.28,0.227,62.4,26.5,12.2,Clay Loam,1114.7,42.5,0.6036,High Vulnerability,913
BPL_CELL_0497,12,16,23.2425,77.4065,TT Nagar / New Market Urban Center,40.69,0.305,61.6,30.4,13.5,Clay Loam,1108.3,42.5,0.5892,High Vulnerability,983
BPL_CELL_0498,12,17,23.2425,77.4075,TT Nagar / New Market Urban Center,41.25,0.245,55.5,24.8,13.0,Clay Loam,1074.1,42.5,0.6174,High Vulnerability,808
BPL_CELL_0499,12,18,23.2425,77.4085,TT Nagar / New Market Urban Center,40.48,0.234,61.5,25.0,12.2,Clay Loam,1123.1,42.5,0.6242,High Vulnerability,765
BPL_CELL_0500,12,19,23.2425,77.4095,TT Nagar / New Market Urban Center,38.14,0.191,58.1,23.7,12.3,Clay Loam,1098.8,42.5,0.5891,High Vulnerability,984
BPL_CELL_0501,12,20,23.2425,77.4105,TT Nagar / New Market Urban Center,41.36,0.187,57.2,23.3,13.8,Clay Loam,1087.7,42.5,0.6507,High Vulnerability,603
